,ASIN,title,rating,review_count,price,product_type
119,B088ZQ1J69,"Nokia 5.3 Fully Unlocked Smartphone with 6.55"" HD+ Screen, AI-Powered Quad Camera and Android 10, Cyan, 2020 (AT&T/T-Mobile/Cricket/Tracfone/Simple Mobile)",4.3,246,199.99,smartphone
120,B07Y5R57FS,Tracfone Samsung Galaxy A10e 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA,4.4,1441,89.0,smartphone
121,B083NJRP1L,"Samsung Galaxy A51 (128GB, 4GB) 6.5"", 48MP Quad Camera, Dual SIM GSM Unlocked A515F/DS- Global 4G LTE International Model (Prism Crush White)",4.5,1344,279.95,smartphone
122,B07Y5V9CSW,Simple Mobile Samsung Galaxy A20 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - GSM,4.4,30,144.66,smartphone
123,B08FYVMRM5,"Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera, 30X Space Zoom, Night Mode | Cloud Mint Green",4.6,2265,599.99,smartphone
124,B07Y5R4PWV,Net10 Samsung Galaxy A10e 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA,4.4,235,72.0,smartphone
125,B07Y5VKRLK,Simple Mobile Samsung Galaxy J2 4G LTE Prepaid Smartphone (Locked) - Black - 16GB - Sim Card Included - GSM,4.2,30,59.0,smartphone
126,B0878CCVBQ,Foldable Cell Phone Stand Holder Adjustable Cell Phone Stand for Desk Compatible with iPhone 10 11 X Xr Xs max All Mini Samsung Galaxy ipad Smartphones Tablets (White),4.6,485,10.99,smartphone
127,B06XJFCD8L,"DaVoice Tripod Phone Mount Adapter, 360 Rotating Holder, Compatible with iPhone Smartphone Camera Stand, Universal Cell Phone Attachment Clip Clamp",4.4,756,8.95,smartphone
128,B07Z4WMV5W,LG V50 ThinQ 128GB LMV450PM Sprint CDMA and GSM Unlocked 5G Smartphone Aurora Black,4.2,279,309.0,smartphone
129,B07KB3VTB5,NUU Mobile G3 Unlocked Smartphone 64GB + 4GB RAM (Rear & Front Camera) HD+ Display Android 8 Cell Phone Sapphire Blue,3.7,225,137.18,smartphone
130,B07T6ZDRHV,"Rugged Unlocked Cell Phones, Blackview BV5500 Plus 4G Smartphones IP68 Waterproof Drop Proof, 5.5” 3GB+32GB Dual SIM [Quad Core] Android 10 4400mAh Battery and Face ID Mobile Phones, Black",3.9,618,129.99,smartphone
131,B088N774B7,Simple Mobile Samsung Galaxy A01 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included - GSM,4.3,372,53.39,smartphone
132,B08FYVMRM5,"Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera, 30X Space Zoom, Night Mode | Cloud Mint Green",4.6,2265,599.99,smartphone
